time.seconds,ekf.pos.north,ekf.pos.east,ekf.pos.down,ekf.vel.north,ekf.vel.east,ekf.vel.down,ekf.vel_body.north,ekf.vel_body.east,ekf.vel_body.down,ekf.att_q.w,ekf.att_q.x,ekf.att_q.y,ekf.att_q.z,ekf.att_euler.roll,ekf.att_euler.pitch,ekf.att_euler.yaw,ekf.ang_vel.roll,ekf.ang_vel.pitch,ekf.ang_vel.yaw,imu.acc_body.north,imu.acc_body.east,imu.acc_body.down,imu.ang_vel.roll,imu.ang_vel.pitch,imu.ang_vel.yaw,imu.mag.north,imu.mag.east,imu.mag.down,mocap.pos.north,mocap.pos.east,mocap.pos.down,mocap.att_q.w,mocap.att_q.x,mocap.att_q.y,mocap.att_q.z,mocap.att_euler.roll,mocap.att_euler.pitch,mocap.att_euler.yaw,info.flight_mode,info.is_armed,info.is_landed,info.battery,pos_ref.north,pos_ref.east,pos_ref.down,att_euler_ref.roll,att_euler_ref.pitch,att_euler_ref.yaw
121.98,-0.0013795215636491776,-0.0006680598016828299,-0.05422051250934601,-0.00198752386495471,-0.0016881938790902495,-0.0007939629722386599,-0.0019992212570698977,-0.0017105043079528714,-0.000712682444111206,-0.9998651551173425,-0.01415995420492652,0.008313588358052392,0.00024415669342359256,0.028323935995070378,-0.016625453974928657,-0.00025290892080063397,-0.0031890016980469227,0.003923265729099512,-0.0004973245668224995,-0.1459990441799152,-0.26622244715690613,-9.805268287658691,-0.0060968887992203236,-8.913990313885733e-05,0.00023912976030260249,-0.0060968887992203236,-8.913990313885733e-05,0.00023912976030260249,-0.00017832774896614804,0.00036940471564375594,-0.052718539111131946,0.9999988808622472,-0.00021395010133175475,-0.0007776477748576516,0.0012600648972394333,0.028323935995070378,-0.016625453974928657,-0.00025290892080063397,OFFBOARD,True,True,100.0,0.8,0.0,-1.25,,,
122.012,-0.0013838692102581263,-0.0012849242193624377,-0.05408450588583946,-0.0023068194277584553,-0.002223929390311241,-0.0010765640763565898,-0.002322827848494592,-0.002254087846722941,-0.0009745905706162149,-0.9998650708236455,-0.014162460625323905,0.008324611076027008,0.00023867760311713313,0.028328859551403907,-0.01664766192226859,-0.00024159376017540975,-0.0060968887992203236,-8.913990313885733e-05,0.00023912976030260249,-0.19644293189048648,-0.2565978467464447,-9.81544017791748,-0.006105637177824974,-0.0012659875210374594,-0.0006050923839211472,-0.006105637177824974,-0.0012659875210374594,-0.0006050923839211472,-0.007984197590894616,-9.461567876228337e-06,-0.056956945834825794,0.9999916581993656,-0.0011860122468537783,0.0022029549724149984,-0.0032286058946217194,0.028328859551403907,-0.01664766192226859,-0.00024159376017540975,OFFBOARD,True,True,100.0,0.8,0.0,-1.25,,,
122.048,-0.0013097163755446672,-0.001820690231397748,-0.05399950221180916,-0.0014413229655474424,-0.0027650080155581236,-0.000617717276327312,-0.0014495885402028507,-0.002781659823518959,-0.0005150898369128659,-0.9998650708236456,-0.014153047060854546,0.008340396717155607,0.00021338949401061933,0.02830961337933626,-0.016679957842368396,-0.00019071375235567541,-0.005691051483154297,0.0019149668514728546,0.0019803470931947223,-0.1425781548023212,-0.2834509313106537,-9.763724327087402,-0.005489103961735964,-0.0010925104143097997,-0.000525587121956051,-0.005489103961735964,-0.0010925104143097997,-0.000525587121956051,-0.008088877074095027,-0.00026133383643167077,-0.055235555480425774,0.9999967454503979,-0.002282550128429814,0.0011382207982642207,-5.921940218507179e-05,0.02830961337933626,-0.016679957842368396,-0.00019071375235567541,OFFBOARD,True,True,100.0,0.8,0.0,-1.25,,,
122.08,-0.0011649203952401876,-0.0021980528254061937,-0.05381157249212265,-0.0007967682904563844,-0.0029089320451021194,-0.0005185490008443594,-0.0008034770185879669,-0.0029225972700312602,-0.0004224550811164774,-0.9998644807677665,-0.014182482024727848,0.008358305835050197,0.0001984695096377007,0.028368241897464043,-0.016716220258394456,-0.0001598665013668217,-0.006445195060223341,0.0008161263540387154,0.0008269891841337077,-0.15956147015094638,-0.2908487021923065,-9.780003547668457,-0.008382046595215797,0.0005591379012912512,-0.0028911647386848935,-0.008382046595215797,0.0005591379012912512,-0.0028911647386848935,-0.0014150703795889944,-0.0023423311470252804,-0.05579630942523569,0.9999750522885967,0.006486085744195192,-0.0027911236469070977,0.00018740577606380163,0.028368241897464043,-0.016716220258394456,-0.0001598665013668217,OFFBOARD,True,True,100.0,0.8,0.0,-1.25,,,
122.112,-0.0010908539406955242,-0.002296545309945941,-0.053743526339530945,-0.000803886039648205,-0.0024139410816133022,-0.0007808055379427969,-0.0008151981444387649,-0.0024352734289149465,-0.0006984961775560625,-0.9998644807677664,-0.014179970335974403,0.0083605830819588,0.00021802564734685424,0.028363545926617592,-0.016720220880806016,-0.000198966590835648,-0.008382046595215797,0.0005591379012912512,-0.0028911647386848935,-0.18090756237506747,-0.3020908534526825,-9.828039169311523,-0.006634833291172981,-4.655716475099325e-05,-0.0001646486343815931,-0.006634833291172981,-4.655716475099325e-05,-0.0001646486343815931,0.005146749085633087,0.010391446198206417,-0.05087403929373742,0.999982118364147,-0.00031122086844433887,-0.0033206853826126433,-0.004963783044609675,0.028363545926617592,-0.016720220880806016,-0.000198966590835648,OFFBOARD,True,True,100.0,0.8,0.0,-1.25,,,
122.148,-0.0010015156585723162,-0.002256679581478238,-0.05368005856871605,-0.0010568252764642239,-0.0006067241774871945,-0.0008341321954503655,-0.0010701997876947456,-0.0006303735565074384,-0.0007987940944144025,-0.9998643964740694,-0.01419675334276034,0.008354647620308353,0.0002181099410438767,0.028397111414789934,-0.016708346443270874,-0.00019902318658527883,-0.007751860655844212,0.0024404525756835938,0.000140677671879529,-0.17606580257415652,-0.27094048261642456,-9.816885948181152,-0.0034191368613392115,0.0026021506637334824,-0.0005931344348937277,-0.0034191368613392115,0.0026021506637334824,-0.0005931344348937277,-0.006500041757097303,-0.0045115086601926445,-0.05017401015467321,0.9999768941489431,-0.00058314170747649,-0.005236478477155691,-0.004295393711955707,0.028397111414789934,-0.016708346443270874,-0.00019902318658527883,OFFBOARD,True,True,100.0,0.8,0.0,-1.25,,,
122.18,-0.0009975398425012827,-0.0020750996191054583,-0.05373575538396835,-0.0013785491464659572,0.00048136472469195724,-0.0014326153323054314,-0.00140256838998813,0.00044002587325338424,-0.001422559517206637,-0.9998632585091596,-0.014275838940540748,0.00834486988072608,0.00020609808921817716,0.028555093435424596,-0.016689150945822323,-0.00017395068995658167,-0.004234648775309324,0.0004926592228002846,0.0015684163663536306,-0.14726191759109378,-0.2673455476760864,-9.794262886047363,-0.005986289121210575,-0.0003163025248795748,0.0008365656249225132,-0.005986289121210575,-0.0003163025248795748,0.0008365656249225132,0.004042100410706729,-0.009400513804856273,-0.04304533700333409,0.9999753915973268,0.00686555878634953,0.0008148810444795055,-0.001190071933630179,0.028555093435424596,-0.016689150945822323,-0.00017395068995658167,OFFBOARD,True,True,100.0,0.8,0.0,-1.25,,,
122.212,-0.0009734612540341914,-0.001965488772839308,-0.053785454481840134,-0.0008402329403907061,0.00109720672480762,-0.0017646198393777013,-0.0008702901582399979,0.0010461610120675586,-0.001780977076138667,-0.999862710600129,-0.014304817862342275,0.008363227138158352,0.00018683697944871323,0.028612735713283776,-0.016726437810184593,-0.00013440878541673336,-0.005986289121210575,-0.0003163025248795748,0.0008365656249225132,-0.11800910532474397,-0.29171448945999146,-9.821310043334961,-0.0061768172308802605,0.0005605304031632841,-0.0011338342446833855,-0.0061768172308802605,0.0005605304031632841,-0.0011338342446833855,0.003259602320765385,0.010651300125215844,-0.0619137033669161,0.9999581782928472,0.006370427915511223,0.004150825078337236,-0.005082318820462536,0.028612735713283776,-0.016726437810184593,-0.00013440878541673336,OFFBOARD,True,True,100.0,0.8,0.0,-1.25,,,
122.248,-0.0009160270565189421,-0.0017471984028816223,-0.053844764828681946,-0.00046178861521184444,0.002657555975019932,-0.00228106533177197,-0.0005015358011440803,0.0025910441340194564,-0.0023482043500391084,-0.9998621626910984,-0.014328576831101274,0.008382647615698763,0.00017836546289801223,0.028660118751765242,-0.016765543931543257,-0.00011650678607455095,-0.006419121287763119,-0.0013066220562905073,0.0007944616954773657,-0.1476263552904117,-0.2629944086074829,-9.815117835998535,-0.002055475488305092,-0.0021616206504404545,-0.0015625405358150604,-0.002055475488305092,-0.0021616206504404545,-0.0015625405358150604,0.004900061644828534,-0.0016220338305994054,-0.05426255032228555,0.9999489626975299,-0.003559095594350664,-0.0007843039133794757,0.009422828983693477,0.028660118751765242,-0.016765543931543257,-0.00011650678607455095,OFFBOARD,True,True,100.0,0.8,0.0,-1.25,,,
122.28,-0.0008467781008221209,-0.0013635437935590744,-0.053955525159835815,0.00038694086833857,0.00382684962823987,-0.0021274681203067303,0.0003488212015484626,0.0037640355945227056,-0.0022429850039784598,-0.9998608561387945,-0.014399599868470449,0.008419978857495033,0.00017326569422820937,0.02880209212862456,-0.01684040475163517,-0.00010403766717520639,-0.008393501862883568,0.0014131434727460146,0.0008177409181371321,-0.13025419414043307,-0.2541622221469879,-9.801338195800781,-0.0063238502480089664,0.001259742770344019,8.61801745486438e-05,-0.0063238502480089664,0.001259742770344019,8.61801745486438e-05,0.0017300623446974606,-0.0017408795347716517,-0.051781559369451786,0.9999565589322517,0.001275797733746931,0.006823326249125642,-0.006220515043859361,0.02880209212862456,-0.01684040475163517,-0.00010403766717520639,OFFBOARD,True,True,100.0,0.8,0.0,-1.25,,,
