time.seconds,ekf.pos.north,ekf.pos.east,ekf.pos.down,ekf.vel.north,ekf.vel.east,ekf.vel.down,ekf.vel_body.north,ekf.vel_body.east,ekf.vel_body.down,ekf.att_q.w,ekf.att_q.x,ekf.att_q.y,ekf.att_q.z,ekf.att_euler.roll,ekf.att_euler.pitch,ekf.att_euler.yaw,ekf.ang_vel.roll,ekf.ang_vel.pitch,ekf.ang_vel.yaw,imu.acc_body.north,imu.acc_body.east,imu.acc_body.down,imu.ang_vel.roll,imu.ang_vel.pitch,imu.ang_vel.yaw,imu.mag.north,imu.mag.east,imu.mag.down,mocap.pos.north,mocap.pos.east,mocap.pos.down,mocap.att_q.w,mocap.att_q.x,mocap.att_q.y,mocap.att_q.z,mocap.att_euler.roll,mocap.att_euler.pitch,mocap.att_euler.yaw,info.flight_mode,info.is_armed,info.is_landed,info.battery,pos_ref.north,pos_ref.east,pos_ref.down
159.392,-1.9997646808624268,0.0006224004318937659,-0.056176215410232544,-0.0030435111839324236,-0.0010867848759517074,-0.001231655478477478,-0.0011106101028703662,0.0030106627969341514,-0.0012897626783094761,-0.7065180626878136,-0.017460596401093178,-0.001796222292371379,-0.707477431891086,0.02721738207873878,-0.022177855990893745,1.5724551313577817,-0.004964048508554697,-0.0005967940087430179,-0.0010028671240434057,-0.20146435499191165,-0.2620498538017273,-9.800288200378418,-0.004964048508554697,-0.0005967940087430179,-0.0010028671240434057,-0.004964048508554697,-0.0005967940087430179,-0.0010028671240434057,-2.0021829753584286,-7.678900300539907e-05,-0.050356220383547624,0.7072082606787227,-0.00340291289128253,0.0028889495842111877,0.7069911952647858,0.02721738207873878,-0.022177855990893745,1.5724551313577817,OFFBOARD,True,True,100.0,-2.0014917850494385,-0.0026333509013056755,-0.05395028367638588
159.424,-1.9997901916503906,0.0005870384047739208,-0.0561763159930706,-0.0030898700933903456,-0.0011715501314029098,-0.001361452741548419,-0.0011979546516707566,0.003053727451881837,-0.001418812753663862,-0.7064934011838064,-0.017449592780909295,-0.0017914063563845006,-0.7075023462761844,0.027194239136709947,-0.02217003042036324,1.5725248896626138,-0.005923188291490078,0.0007840600446797907,0.002895530313253402,-0.2404877096414554,-0.24044859409332275,-9.79862117767334,-0.005923188291490078,0.0007840600446797907,0.002895530313253402,-0.005923188291490078,0.0007840600446797907,0.002895530313253402,-1.9992969456037009,0.005147876219402799,-0.05202383689882956,0.7069944471639968,0.0022261655435914093,-0.004968716859254997,0.7071981389391657,0.027194239136709947,-0.02217003042036324,1.5725248896626138,OFFBOARD,True,True,100.0,-2.0014917850494385,-0.0026333509013056755,-0.05395028367638588
159.46,-1.9998431205749512,0.0004635976511053741,-0.056176718324422836,-0.0033859426621347666,-0.0015303288819268346,-0.0010018021566793323,-0.0015480333876927404,0.0033602156421695863,-0.0010595586073970293,-0.7064651904541734,-0.017435108753000722,-0.0018035446487556386,-0.7075307255932114,0.02719007072307058,-0.022133454202886763,1.5726043886154095,-0.006905770860612392,0.0024009812623262405,0.00031942044734023425,-0.21526816487312198,-0.24890939891338348,-9.752001762390137,-0.006905770860612392,0.0024009812623262405,0.00031942044734023425,-0.006905770860612392,0.0024009812623262405,0.00031942044734023425,-1.9959098108571618,0.00021178214169138385,-0.0566631589317061,0.7078237789357509,9.398001254282899e-05,0.0023459399325264623,0.7063851539399051,0.02719007072307058,-0.022133454202886763,1.5726043886154095,OFFBOARD,True,True,100.0,-2.0014917850494385,-0.0026333509013056755,-0.05395028367638588
159.492,-1.9999139308929443,0.0001698806299827993,-0.05615519359707832,-0.004067862872034311,-0.002644164254888892,-0.00041565424180589616,-0.0026474828172663224,0.00406003904031187,-0.00046774807273732857,-0.7064409479491094,-0.017386909880461467,-0.0018142789242357575,-0.7075562325037307,0.027136382980017228,-0.02205097076844552,1.5726730406529112,-0.007217295002192259,-0.0005966220051050186,0.0006201592623256138,-0.20844447612762332,-0.24701766669750214,-9.80319595336914,-0.007217295002192259,-0.0005966220051050186,0.0006201592623256138,-0.007217295002192259,-0.0005966220051050186,0.0006201592623256138,-2.001502138358826,0.0022616821458131932,-0.05202996505869957,0.7122547550056422,0.00035437951382314955,0.003602205265784842,0.7019117198795274,0.027136382980017228,-0.02205097076844552,1.5726730406529112,OFFBOARD,True,True,100.0,-2.0014917850494385,-0.0026333509013056755,-0.05395028367638588
159.524,-2.000000238418579,-9.952529580914415e-06,-0.05610670894384384,-0.004418452735990286,-0.0033229105174541473,-0.0007132943719625473,-0.0033319705198561747,0.004403796305747531,-0.0007601246071945418,-0.7064265523719601,-0.01738729710463216,-0.0018435670326837812,-0.707570459493486,0.02717794554388987,-0.02201068803783312,1.5727134362861,-0.002871442586183548,0.0022512986324727535,0.0006706849671900269,-0.2093706727027881,-0.24259896576404572,-9.824511528015137,-0.002871442586183548,0.0022512986324727535,0.0006706849671900269,-0.002871442586183548,0.0022512986324727535,0.0006706849671900269,-2.0019194955786785,0.0004663256417628701,-0.051561741070136245,0.7068544939823778,-0.0024924638354422816,-0.0008931733429202931,0.7073540232460159,0.02717794554388987,-0.02201068803783312,1.5727134362861,OFFBOARD,True,True,100.0,-2.0014917850494385,-0.0026333509013056755,-0.05395028367638588
159.56,-2.000089406967163,-0.00012546857760753483,-0.05603678897023201,-0.004260218236595392,-0.0033884402364492416,-0.0009480509907007217,-0.003402837546889837,0.004239364102341239,-0.0009890760412061337,-0.706426031175141,-0.017384448899635134,-0.0018515215917957047,-0.707570980690305,0.027185166606291996,-0.021995435354408125,1.5727147828050525,-0.007154633291065693,0.0004167817533016205,0.0007500854553654781,-0.19260765612125277,-0.2757236063480377,-9.814985275268555,-0.007154633291065693,0.0004167817533016205,0.0007500854553654781,-0.007154633291065693,0.0004167817533016205,0.0007500854553654781,-2.0107473329573495,-0.00898805832476129,-0.05007982979527055,0.7008803625032732,0.006125857939984878,0.005379119042029593,0.7132322597864674,0.027185166606291996,-0.021995435354408125,1.5727147828050525,OFFBOARD,True,True,100.0,-2.384185791015625e-07,0.9999900474704191,-1.0561067089438438
159.592,-2.000145435333252,-0.00023494832566939294,-0.05596961826086044,-0.004385542124509811,-0.0035746085923165083,-0.0004521216033026576,-0.00357793039097463,0.004378440935280478,-0.0004928380462502647,-0.7064273088338047,-0.017412876290411224,-0.0018542380878911323,-0.7075689443883683,0.027229229882574733,-0.022031800836897954,1.572711076206006,-0.006813103798776865,-0.0017547940369695425,0.0007965242257341734,-0.2194337248802173,-0.2544168531894684,-9.769232749938965,-0.006813103798776865,-0.0017547940369695425,0.0007965242257341734,-0.006813103798776865,-0.0017547940369695425,0.0007965242257341734,-1.9968980801226688,0.0043197095364423226,-0.05854939919652609,0.7057760176930975,0.002155887462638833,0.0008534474786469393,0.7084312504583082,0.027229229882574733,-0.022031800836897954,1.572711076206006,OFFBOARD,True,True,100.0,-2.384185791015625e-07,0.9999900474704191,-1.0561067089438438
159.624,-2.0002012252807617,-0.000386176398023963,-0.05585600435733795,-0.004344298038631678,-0.003785087261348963,-0.00023363759100902826,-0.0037837646658026992,0.004343424609435075,-0.00026865151481917564,-0.7064407511266195,-0.017409188441166523,-0.001847308882578139,-0.7075557549766444,0.027214622883973555,-0.022035852987842323,1.572673301445405,-0.005931921303272247,0.0006116925505921245,-0.0018259597709402448,-0.23495106399059176,-0.26496052742004395,-9.784063339233398,-0.005931921303272247,0.0006116925505921245,-0.0018259597709402448,-0.005931921303272247,0.0006116925505921245,-0.0018259597709402448,-2.0000639971642853,0.002695010258104717,-0.04819086709020986,0.7059135876946327,-0.006520594531069652,0.0007827222166268831,0.7082675171861159,0.027214622883973555,-0.022035852987842323,1.572673301445405,OFFBOARD,True,True,100.0,-2.384185791015625e-07,0.9999900474704191,-1.0561067089438438
159.66,-2.000291585922241,-0.0006022157613188028,-0.05570845678448677,-0.00475338427349925,-0.003619102295488119,-0.00017421328811906278,-0.003616072658953241,0.004753603592478893,-0.00022400656238432724,-0.7064477215732824,-0.017386701121852435,-0.0018461294293643413,-0.7075492902921636,0.027181390493224065,-0.02200541018825941,1.5726535177894614,-0.007379454560577869,0.0003134756989311427,0.00041886023245751766,-0.19901899993419528,-0.24199479818344116,-9.817209243774414,-0.007379454560577869,0.0003134756989311427,0.00041886023245751766,-0.007379454560577869,0.0003134756989311427,0.00041886023245751766,-1.9926553244566012,0.0015381815288619805,-0.05184083474489656,0.7098456575301694,-0.005610341123066106,-0.003092908762855033,0.7043281198940088,0.027181390493224065,-0.02200541018825941,1.5726535177894614,OFFBOARD,True,True,100.0,-2.384185791015625e-07,0.9999900474704191,-1.0561067089438438
159.692,-2.0004308223724365,-0.0009262707317247987,-0.05552650988101959,-0.0050768982619047165,-0.004732625558972359,-0.000621004612185061,-0.004738705697476612,0.005066956674709574,-0.0006549102424902498,-0.7064441921863099,-0.01739702248992605,-0.0018476776675026088,-0.707552482504348,0.02719806241687243,-0.022017972517587032,1.5726633797342335,-0.005539752077311277,0.0005879154778085649,0.0007671487401239567,-0.23923730850219607,-0.26439833641052246,-9.81065845489502,-0.005539752077311277,0.0005879154778085649,0.0007671487401239567,-0.005539752077311277,0.0005879154778085649,0.0007671487401239567,-2.000359775752267,-0.0010926495569542494,-0.049494263228268345,0.7089751505978183,7.391563992005393e-05,0.0020329940758935187,0.705230527775398,0.02719806241687243,-0.022017972517587032,1.5726633797342335,OFFBOARD,True,True,100.0,-2.384185791015625e-07,0.9999900474704191,-1.0561067089438438
